v1_absmean,v2_absmean,v3_absmean,c_absmean,v1_absmedia,v2_absmedia,v3_absmedia,c_absmedia,v1_absrange,v2_absrange,v3_absrange,c_absrange,v1_absstdn,v2_absstdn,v3_absstdn,c_absstdn,v1_absvar,v2_absvar,v3_absvar,c_absvar,v1_maxvalue,v2_maxvalue,v3_maxvalue,c_maxvalue,v1_absmax,v2_absmax,v3_absmax,c_absmax,v1_minvalue,v2_minvalue,v3_minvalue,c_minvalue,v1_absmin,v2_absmin,v3_absmin,c_absmin,tool_age,residual_life,v1_1min_mean,v2_1min_mean,v3_1min_mean,c_1min_mean,v1_1min_var,v2_1min_var,v3_1min_var,c_1min_var,v1_1min_range,v2_1min_range,v3_1min_range,c_1min_range,mean_spindel,var_spindel,range_spindel
1.348969430859365,1.2771387011718789,3.168135685390645,1.268913429453126,1.119773,1.037814,2.6638604999999997,1.403769,0.2136820000000004,0.37408200000000136,-13.146213000000001,-0.04021199999999992,1.053281357253,1.0335143346173432,2.528614324402491,0.6152802583227104,1.1094016175367216,1.0681518798595298,6.393890401573465,0.3785697962816612,9.494906,7.950032000000001,11.015896,2.263806,9.494906,7.950032000000001,24.162109,2.304018,-9.281224,-7.57595,-24.162109,-2.304018,3.3e-05,5e-06,8.6e-05,0.00018,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.297480054023437,1.4797681412499917,3.033618686992185,1.2866383818359406,1.0917475,1.208567,2.7396235,1.4190559999999999,1.4052240000000005,-0.3117360000000016,-7.851597999999999,-0.03778599999999965,0.9921357707706324,1.164609775677395,2.1596454208745657,0.6242839158140708,0.9843333876426366,1.3563159296033525,4.66406834390448,0.38973040754415,8.131961,8.08761,12.160647,2.2689060000000003,8.131961,8.399346000000001,20.012245,2.306692,-6.726737,-8.399346000000001,-20.012245,-2.306692,3.3e-05,0.000127,0.000281,0.000202,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.2723279926953102,1.4262514950390648,2.895381322460937,1.284407983046872,1.0690565,1.161671,2.6811455000000004,1.416243,1.2101509999999998,1.250412,0.2343500000000009,-0.03461800000000004,0.9721322053028596,1.1387260312955263,1.8944215449986663,0.6234323260654668,0.9450410245870016,1.2966969743500605,3.588832990155135,0.3886678651833985,7.238824,9.130181,11.678364,2.267764,7.238824,9.130181,11.678364,2.302382,-6.028673,-7.879769,-11.444014,-2.302382,3.3e-05,0.000361,0.00015800000000000002,0.000256,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.3741763810546817,1.1678803795312542,3.4305641887890705,1.2698668476171933,1.136188,0.929696,3.2292735,1.4072465,0.8966209999999997,0.7658390000000015,-2.066393,-0.023295999999999758,1.0745358757896009,0.9691329339479856,2.222893865946545,0.6162385335905782,1.1546273483589244,0.9392186436626307,4.9412571392627775,0.3797499302818663,8.049004,7.812332,11.930622,2.270959,8.049004,7.812332,13.997015,2.294255,-7.152383,-7.046492999999999,-13.997015,-2.294255,3.3e-05,5e-06,0.000452,6.7e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.4547427450390586,1.124443148125001,3.2181029080468697,1.2719438918749992,1.1968475,0.9004184999999999,2.9950695000000005,1.4076549999999999,-0.3534799999999993,-0.3322259999999995,-3.4532640000000026,-0.030463999999999825,1.1544372353510068,0.9182758358296148,2.098273497644016,0.6183479755507776,1.3327253303648758,0.8432305106685776,4.402751670915251,0.382354218867745,8.155872,6.754272,12.375525,2.2723720000000003,8.509352,7.086498,15.828789000000002,2.302836,-8.509352,-7.086498,-15.828789000000002,-2.302836,0.000155,0.000117,0.000647,6.500000000000001e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.5210607104687464,1.1103064731640644,3.017203402968767,1.2843069911718794,1.2582114999999998,0.906761,2.7199315000000004,1.4160110000000001,1.7618200000000002,0.9731810000000004,-2.191482999999998,-0.043922999999999934,1.1983877291390987,0.8971230002754899,2.048899791490496,0.6233288409774878,1.436133149351166,0.8048296776232965,4.1979903555697975,0.3885388439943383,9.057549,7.273605,12.188622,2.262049,9.057549,7.273605,14.380105,2.305972,-7.295729,-6.300424,-14.380105,-2.305972,3.3e-05,5e-06,8.6e-05,7.2e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.4210550867968803,1.1124287754687454,3.6914416895312736,1.2740507397656309,1.1668975000000001,0.89835,3.4589934999999996,1.410819,1.86271,-0.4529740000000002,-1.8575000000000017,-0.057295000000000325,1.1296832303801652,0.8998775958122341,2.3961857801030084,0.6175295213808618,1.2761842010021651,0.8097796874448067,5.741706292767862,0.3813427097768762,9.285316,5.785125,12.417914,2.269516,9.285316,6.238099,14.275414,2.326811,-7.422606,-6.238099,-14.275414,-2.326811,3.3e-05,5e-06,0.000941,0.000616,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.3213593535546857,1.2749627870703146,3.722414631132812,1.27650370695312,1.0930285,1.0437290000000001,2.9766125,1.410619,2.1592849999999992,1.0059910000000007,-12.417047,-0.03117400000000004,1.046808765399091,1.020256299370922,3.3691292130552615,0.620487986292367,1.095808591316369,1.0409229164060485,11.351031654262364,0.3850053411331566,8.950192,7.933811,12.110684,2.286572,8.950192,7.933811,24.527731,2.317746,-6.790907000000002,-6.92782,-24.527731,-2.317746,3.3e-05,0.000117,0.000769,6.2e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.3335049351171913,1.4429498096874915,3.4401045939843846,1.2832622105078164,1.1052895,1.17929,3.1103515,1.4149675,1.6428720000000006,0.20540300000000045,-0.7421880000000005,-0.022460999999999842,1.0402268114377409,1.1494081258239506,2.318440767357945,0.6229116564226677,1.0820718192339287,1.3211390397101264,5.375167591747295,0.3880189317072316,8.038633,8.298613000000001,13.21769,2.277584,8.038633,8.298613000000001,13.959878,2.300045,-6.395761,-8.093210000000001,-13.959878,-2.300045,0.000333,0.00024900000000000004,8.6e-05,2.2e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
1.3136952074218775,1.4403828816406363,2.597052040000002,1.2861295447656331,1.0750345,1.1625855,2.1813934999999995,1.417905,2.423651,0.0720919999999996,1.8877730000000008,-0.05700800000000018,1.040712631325636,1.1621328705298213,1.9730289552679612,0.6233040331394762,1.083082781000729,1.3505528087658822,3.892843258325784,0.38850791772793736,8.863574,8.688661999999999,13.660516,2.265878,8.863574,8.688661999999999,13.660516,2.322886,-6.439923,-8.61657,-11.772743,-2.322886,0.000277,5e-06,0.00015800000000000002,1.8e-05,68.0,108.0,0.03951030619791542,-0.0037370478385419757,0.025438952132161716,-0.016861526574870004,3.2892668581796336,2.8080200087253444,16.235496851601894,2.0066885576941487,29.724959000000002,39.841365,61.339699,4.754536999999999,21.55367030301368,32.84922098195243,33.881648999999996
