c1_absmean,c2_absmean,c3_absmean,c1_absmedia,c2_absmedia,c3_absmedia,c1_absrange,c2_absrange,c3_absrange,c1_absstdn,c2_absstdn,c3_absstdn,c1_absvar,c2_absvar,c3_absvar,c1_maxvalue,c2_maxvalue,c3_maxvalue,c1_absmax,c2_absmax,c3_absmax,c1_minvalue,c2_minvalue,c3_minvalue,c1_absmin,c2_absmin,c3_absmin,tool_age,residual_life,c1_1min_mean,c2_1min_mean,c3_1min_mean,c1_1min_var,c2_1min_var,c3_1min_var,c1_1min_range,c2_1min_range,c3_1min_range,mean_spindel,var_spindel,range_spindel,v1_absmean,v2_absmean,v3_absmean,v1_absmedia,v2_absmedia,v3_absmedia,v1_absrange,v2_absrange,v3_absrange,v1_absstdn,v2_absstdn,v3_absstdn,v1_absvar,v2_absvar,v3_absvar,v1_maxvalue,v2_maxvalue,v3_maxvalue,v1_absmax,v2_absmax,v3_absmax,v1_minvalue,v2_minvalue,v3_minvalue,v1_absmin,v2_absmin,v3_absmin,v1_1min_mean,v2_1min_mean,v3_1min_mean,v1_1min_var,v2_1min_var,v3_1min_var,v1_1min_range,v2_1min_range,v3_1min_range
32.431464455164985,32.134144777527325,32.13771076607512,36.20083528315,35.73586613035001,35.67445085035,-1.2130511917000106,-2.3936606805500062,-0.6272481105499921,15.79089391008774,15.687599963837314,15.953353804528144,249.3523304796461,246.10079262538858,254.50949761245263,58.1296174884,57.59697234535,59.113091435,59.34266868010001,59.9906330259,59.74033954554999,-59.34266868010001,-59.9906330259,-59.74033954554999,0.0031608323,0.0091943741,0.0012276229999999895,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9351730736353115,0.7268372635954304,1.2386898227220786,0.7917854859000001,0.5867864668,1.022629323,0.018488379399999918,-0.4750495986000001,0.3264583389999993,0.7124663251949792,0.5833718036862839,0.9661222902352804,0.5076082645368378,0.3403226613361883,0.9333922796894636,4.6143108482,3.8097538718,7.135637332999999,4.6143108482,4.2848034704,7.135637332999999,-4.5958224688,-4.2848034704,-6.809178994,8.855019999997089e-05,0.00012712079999999766,3.6333999999973066e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.601865854182805,31.887647735722307,32.26504141926586,36.49027977615,35.52520236115,35.824820992274994,-0.5635101533999887,-1.912127618999996,-1.1226974460000037,15.765579648256395,15.774002039942825,15.863352202283876,248.55350164551623,248.8191403561204,251.64594309370463,58.53041814550002,57.86503002935,58.829172058599994,59.0939282989,59.77715764835,59.9518695046,-59.0939282989,-59.77715764835,-59.9518695046,0.004522147200000001,0.0035263319500000007,0.00525641395000001,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9088205087375668,0.7280065291266031,1.2472905263453078,0.7577543290000001,0.5981190522000001,1.041038998,0.7686454727999994,-1.5649431361999993,-0.04502717999999994,0.7014100324862078,0.5756922321707324,0.9674354090359548,0.4919760336723032,0.33142154618172043,0.9359312706565652,5.0547185742,3.8058509406,6.40671458,5.0547185742,5.370794076799999,6.45174176,-4.2860731014,-5.370794076799999,-6.45174176,3.34464000000291e-05,0.00011681240000000236,8.582500000002693e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.55591590000429,31.740995498631,32.40351328801811,36.488319832399995,35.229606380300005,36.163337839225,-0.4987849709999921,-1.6595396190999951,-0.562219797949993,15.746159476644769,15.773312674919508,15.945774533745773,247.94153826392966,248.79739274077642,254.2677254810551,58.60292038470001,57.9184223601,59.2950203558,59.101705355700005,59.5779619792,59.85724015374999,-59.101705355700005,-59.5779619792,-59.85724015374999,0.0002130768999999992,0.00264950775,0.005769581249999989,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9194990007041252,0.7266888997104959,1.2439619693814878,0.7667761828999999,0.594348396,1.020394127,0.7603497039999993,-0.5065169813999999,-0.1255299609999998,0.7115462020539265,0.5794052278174101,0.9827538663699116,0.5062979976573672,0.33571041802214496,0.9658051618650098,5.183180994,3.7146199238,7.608148345,5.183180994,4.2211369052,7.733678306,-4.42283129,-4.2211369052,-7.733678306,8.855019999997089e-05,5.154199999997654e-06,3.6333999999973066e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.3825769988655,31.826432878513533,32.560489817140606,36.18352505995,35.360287878825005,36.3211943813,-0.9072686075999954,-1.7997062305000069,-1.2428870584500018,15.812631050124185,15.665069029361575,15.905256069567145,250.03930072735142,245.3943876946632,252.97717063850254,58.2485311956,57.922555959899995,58.75283583615,59.1557998032,59.7222621904,59.9957228946,-59.1557998032,-59.7222621904,-59.9957228946,0.010417658000000002,0.004027374350000001,0.00585156710000001,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9180130363343472,0.7407544449438441,1.2486314350274557,0.7636101658,0.605802948,1.032365709,0.7616916666,-0.38967297860000016,0.4610775570000012,0.7094195274307677,0.5911932061313488,0.9815420647805968,0.5032760659000939,0.3495094069758635,0.9634248249337576,5.308227509,4.5592386288,7.524225112000001,5.308227509,4.9489116074,7.524225112000001,-4.5465358424,-4.9489116074,-7.063147555,3.34464000000291e-05,5.154199999997654e-06,0.00028065199999997305,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.20944031601805,31.95010841597305,32.506616364370515,35.861476345700005,35.461874225425,36.244591906125,-0.8662509047999976,-1.877649638849988,-1.2025732634999926,15.828048419481794,15.766094247600098,15.841487751758935,250.5271167694601,248.56972782420888,250.95273418912842,58.1017392485,57.791094960200006,58.6964215823,58.9679901533,59.668744599049994,59.89899484579999,-58.9679901533,-59.668744599049994,-59.89899484579999,0.0010284134999999992,0.007973083249999999,0.00403478380000001,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9109141357835359,0.730858633717297,1.2536659006302011,0.7573548927999999,0.5959897909,1.0349921274999998,0.5646671575999997,-0.6967848773999998,-0.35873149200000043,0.7036949023981838,0.5836432968725963,0.9837384264164571,0.4951865156611894,0.3406394979843136,0.9677412916083276,5.110593016999999,4.0721040284,6.532171872999999,5.110593016999999,4.7688889058,6.890903365,-4.5459258594,-4.7688889058,-6.890903365,3.34464000000291e-05,0.00012712079999999766,3.6333999999973066e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.33156054257736,32.11708623591914,32.285518724714706,35.991848998,35.93404067955,35.85705922677499,-0.5395518009999947,-1.92380816995,-0.5522274897999893,15.688775762366312,15.729234727531257,15.962636563996147,246.1376849218126,247.4088251137753,254.8057660742268,58.5300104772,57.878620804449994,59.1417214339,59.069562278199996,59.802428974399994,59.69394892369999,-59.069562278199996,-59.802428974399994,-59.69394892369999,0.007268874399999998,0.0090936735,0.0005891603000000102,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9173360019486196,0.7339496758848252,1.2559172567395689,0.7602218129,0.5940434795,1.041405475,-0.048853743800000515,-0.469561101600001,0.1201317880000019,0.7124302482895151,0.5907991810106136,0.9843210375627224,0.5075568586778602,0.3490436722828117,0.9688879049885546,4.7320375672,4.472398409599999,7.0809101010000015,4.780891311,4.9419595112,7.0809101010000015,-4.780891311,-4.9419595112,-6.960778313,8.855019999997089e-05,0.00011681240000000236,8.582500000002693e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.452661749160185,32.12657077496284,32.22112782832093,36.33164052605,35.730245060925,35.7875359417,-0.5740468109999952,-2.085613550000012,-0.8325132996000093,15.817442556300195,15.702402253786802,15.95819100553236,250.1914890218563,246.5654365397289,254.66386016905395,58.556791148600006,57.696992934449995,59.03117956724999,59.1308379596,59.78260648445001,59.86369286685,-59.1308379596,-59.78260648445001,-59.86369286685,0.0008217734000000009,0.01091670735,0.00231197205000001,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,0.9792970396623956,0.8213580136417877,1.3135170961668765,0.8178042081,0.6603323266000001,1.0788472085,0.4104634552000013,-0.16635213400000026,0.10522839000000064,0.7587380889863159,0.6855114347233178,1.0407175925492642,0.5756834876786067,0.4699259271364216,1.0830931074415362,5.6718993736000005,6.5687603304,7.454472322999999,5.6718993736000005,6.7351124644,7.454472322999999,-5.261435918399999,-6.7351124644,-7.349243932999999,8.855019999997089e-05,5.154199999997654e-06,8.582500000002693e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.59292407043017,32.04613179352297,32.71073432307181,36.3361968383,35.6594884795,36.4154165221,-0.3636586090999856,-1.678829751500011,-0.27040681135,15.930439681580918,15.829653665148857,15.967893604418908,253.778908448488,250.57793515856054,254.97362616204222,58.88323937960001,58.10434040564999,59.78927938495,59.2468979887,59.78317015715,60.0596861963,-59.2468979887,-59.78317015715,-60.0596861963,0.0023768548,0.00045744725000000007,0.0049551611499999895,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,1.3705673784532406,1.0863062365844172,1.5367077355092618,1.0376086348999998,0.8171152367000001,1.2407078834999998,0.09388227820000417,-2.4239539000000008,4.718563025,1.304275020884984,1.0021037513924431,1.2537027739610105,1.7011333301045255,1.004211928554808,1.5717706454375324,11.881892303399999,7.6967074472,13.58599901,11.881892303399999,10.1206613472,13.58599901,-11.788010025199995,-10.1206613472,-8.867435985,3.34464000000291e-05,5.154199999997654e-06,8.582500000002693e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
33.09799694795809,32.69207394996172,33.12191656245834,36.62151760965,35.95984436315,36.6750285909,-0.4570146498000085,-2.603033773450001,-1.1423061760999929,16.107764737607607,16.006729225113776,16.203765851284693,259.4600848421149,256.2153804861116,262.56202776326006,59.138533812700004,57.988756187,59.3931893017,59.59554846250001,60.59178996045,60.53549547779999,-59.59554846250001,-60.59178996045,-60.53549547779999,0.0062340241,0.0020545198999999997,0.008983952100000008,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,2.2349745911405887,1.5261662711828432,1.8099192365559331,1.4488926199,1.0039680679,1.415944969,0.1723260919999987,-0.054508761799999306,-2.3745993100000007,2.4268452892731665,1.7056256840512076,1.5521171876599131,5.889578058067357,2.9091589740951496,2.4090677642293183,16.0015954888,13.7097827938,10.192788467,16.0015954888,13.7642915556,12.567387777,-15.829269396800001,-13.7642915556,-12.567387777,8.855019999997089e-05,0.00011681240000000236,3.6333999999973066e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
32.3657437721012,32.1534430799992,32.51935213367281,36.00342331185,35.811539190325,36.194035212224996,-0.7820830803999996,-2.1395382382999983,-0.7557698670999997,15.829646323650756,15.76149928653041,15.965115944780704,250.5777027318699,248.42485975929864,254.88492713029115,58.539198693500005,57.915478736000004,59.2361941655,59.321281773900004,60.0550169743,59.9919640326,-59.321281773900004,-60.0550169743,-59.9919640326,0.0032862686999999987,0.00023824120000000005,0.0008397511000000104,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,1306.2006826064594,1274.0474662614254,1308.2706053757665,119.48855086209998,118.99625476370001,120.55049452584998,4.4255819927996765,24.706778364133648,36.49708500000001,1.3393176698600897,1.096468449398711,1.5188643203638534,1.0701266233,0.8641385152000001,1.236579223,-1.6450572581999996,1.3371301442000003,-0.8292879600000003,1.1206084309977222,0.931699294170384,1.2143833198352565,1.2557632556231766,0.8680635747575921,1.4747268474940984,8.284212569400001,8.7761118572,7.894244723,9.9292698276,8.7761118572,8.723532683,-9.9292698276,-7.4389817129999996,-8.723532683,3.34464000000291e-05,5.154199999997654e-06,8.582500000002693e-05,0.029274430923541525,-0.01391933995321525,0.0130406020709345,1.981051606234581,1.4164275754468898,3.0643754139783543,31.8308648856,31.211984739600002,27.350667146
