v1_absmean,v2_absmean,v3_absmean,c_absmean,v1_absmedia,v2_absmedia,v3_absmedia,c_absmedia,v1_absmode,v2_absmode,v3_absmode,c_absmode,v1_absrange,v2_absrange,v3_absrange,c_absrange,v1_absstdn,v2_absstdn,v3_absstdn,c_absstdn,v1_absvar,v2_absvar,v3_absvar,c_absvar,v1_maxvalue,v2_maxvalue,v3_maxvalue,c_maxvalue,v1_absmax,v2_absmax,v3_absmax,c_absmax,v1_minvalue,v2_minvalue,v3_minvalue,c_minvalue,v1_absmin,v2_absmin,v3_absmin,c_absmin,residual_life,tool_age,mean_spindel,var_spindel,range_spindel,c_mean,c_abs_mean,c_var,c_abs_var,c_range,c_abs_range,v_mean,v_abs_mean,v_var,v_abs_var,v_range,v_abs_range,s_mean_min5_mean,c_mean_min5_abs_mean,v_mean_min5_mean,s_mean_min5_var,c_mean_min5_abs_var,v_mean_min5_var,s_mean_min5_range,c_mean_min5_abs_range,v_mean_min5_range,s_mean_min5_diff,c_mean_min5_abs_diff,v_mean_min5_diff,s_mean_min10_mean,c_mean_min10_abs_mean,v_mean_min10_mean,s_mean_min10_var,c_mean_min10_abs_var,v_mean_min10_var,s_mean_min10_range,c_mean_min10_abs_range,v_mean_min10_range,s_mean_min10_diff,c_mean_min10_abs_diff
32.40606535096326,32.14156636290057,32.132350155983914,0.93969560935798,36.264973885399996,35.96161366912501,35.817961069125,0.7952013907,0.4614427197000001,39.22712957355,0.2254317556,0.06828464959999997,-1.0672940949000065,-2.6271777541000034,-0.38859169740000254,0.3663006860000007,15.770608127710176,15.709976038290241,15.99754401372617,0.7154343156463268,248.71208071779824,246.8033471236536,255.921414471106,0.511846260004328,58.275374585200005,57.59697234535,59.476949276599996,4.9621231548,59.34266868010001,60.22415009945,59.865540974,4.9621231548,-59.34266868010001,-60.22415009945,-59.865540974,-4.5958224688,0.0031608323,0.0028060834999999998,0.0012276229999999895,8.855019999997089e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.58898437145742,31.977358241813675,32.22560304347465,0.9168050172524812,36.401784395949996,35.42767132647501,35.59519551699999,0.7679075987000001,1.3910333946,3.0255948827,0.0426884147,0.026140718800000032,-1.0538410409999983,-2.422126151899996,-0.8387780695999965,0.7686454727999994,15.776175015160202,15.72470821438467,15.86092363783636,0.7024063464470947,248.88769810896503,247.26644842753674,251.56889864527625,0.4933746755291559,58.1258543964,57.42755738385,59.113091435,5.0547185742,59.1796954374,59.849683535749996,59.9518695046,5.0547185742,-59.1796954374,-59.849683535749996,-59.9518695046,-4.2860731013999995,0.004522147200000001,0.0035263319500000007,0.00525641395000001,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.572415200810234,31.763154961159053,32.34770051435346,0.9189981902249752,36.600538371750005,35.46257881629999,36.138216111525004,0.7675416089,0.2044050506,1.23771902375,3.81417392625,0.2227323452,-0.4910079141999901,-1.8779627903499967,-0.7348455352999963,0.7603497039999993,15.753023051439776,15.792855676449365,15.926398171830149,0.7130477820328996,248.1577352591928,249.4142904171589,253.65015872767472,0.5084371394620375,58.60292038470001,57.86503002935,59.01413939285,5.183180994,59.0939282989,59.7429928197,59.748984928149994,5.183180994,-59.0939282989,-59.7429928197,-59.748984928149994,-4.42283129,0.0144002637,0.00956340075,0.005769581249999989,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.43893218206369,31.80462687967189,32.53299563393459,0.9139199493976308,36.127094359500006,35.15428116455,36.266017419525,0.7597672729,0.7169253073999999,0.152203909,41.437218837399996,0.440563169,-0.6554236754999891,-1.7879004189500023,-0.7007025388000017,1.4029057961999998,15.769634137407735,15.680390826652848,15.920721457891574,0.7048834864780379,248.68136082769547,245.87465647657882,253.46937173976931,0.4968607295094342,58.50037612770001,57.9184223601,59.2950203558,5.308227509,59.1557998032,59.706322779050005,59.9957228946,5.308227509,-59.1557998032,-59.706322779050005,-59.9957228946,-3.9053217127999997,0.0002130768999999992,0.00264950775,0.00585156710000001,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.17989047820973,31.9044253780356,32.543438719531935,0.9153237868377244,36.037266217550005,35.690424470124995,36.3912598409,0.7617467703999999,0.6102545228,9.68260078485,0.7204112332999999,0.22590425679999995,-0.8662509047999976,-1.7997062305000069,-1.1461590096499918,0.5640571745999994,15.883772195676706,15.740126675763168,15.863282398700427,0.7102620387139219,252.29421916415242,247.7515877690713,251.6437284609188,0.5044721636380567,58.1017392485,57.922555959899995,58.75283583615,5.110593016999999,58.9679901533,59.7222621904,59.89899484579999,5.110593016999999,-58.9679901533,-59.7222621904,-59.89899484579999,-4.5465358424,0.0010284134999999992,0.007973083249999999,0.00403478380000001,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.32444118420457,32.08346266639317,32.37680960106959,0.9157122783708164,35.9119709335,35.750847052050005,35.922118863224995,0.7591238434999998,4.0793549603,39.0083932508,44.0496399131,0.1388655772,-0.5395518009999947,-1.92380816995,-0.5522274897999893,-0.048853743800000515,15.688989258889285,15.752634350359815,15.915347275606713,0.7074817537230944,246.1443839655435,248.14548897613602,253.29827890316204,0.5005304318511052,58.5300104772,57.878620804449994,59.1417214339,4.7320375672,59.069562278199996,59.802428974399994,59.69394892369999,4.780891311,-59.069562278199996,-59.802428974399994,-59.69394892369999,-4.780891311,0.0092758568,0.0080289584,0.0010590180500000103,8.855019999997089e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.41600566566021,32.15670496059771,32.189852414515755,0.9379500891393384,36.2987918688,35.87761415682501,35.849572826625,0.7855695537999999,3.6919317653,3.2257613215000003,0.6976821039,0.5488961498,-0.5740468109999952,-2.276761225600005,-0.8325132996000093,0.7932887860000006,15.79310147541992,15.690141724980133,16.01853018305707,0.7222804005119541,249.4220542129108,246.18054734996255,256.5933092255103,0.5216889769637088,58.556791148600006,57.50584525885,59.03117956724999,5.6718993736000005,59.1308379596,59.78260648445001,59.86369286685,5.6718993736000005,-59.1308379596,-59.78260648445001,-59.86369286685,-4.8786105876,0.0008217734000000009,0.0090936735,0.0005891603000000102,8.855019999997089e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.657331542982035,32.07842641713316,32.639165256658536,1.1637471650296354,36.36246932730001,35.54902091030001,36.180816547525,0.9534644273,0.4104528231,0.5979505092499999,0.4911206512999999,0.3994503148,-0.3636586090999856,-1.649487455950016,-0.27040681135,0.2554057766,15.893714133425293,15.823101826951538,15.947481071380894,0.92807172074195,252.6101489550429,250.37055142607707,254.32215252205188,0.8613171188409239,58.88323937960001,58.10434040564999,59.78927938495,6.891743376999999,59.2468979887,59.75382786160001,60.0596861963,6.891743376999999,-59.2468979887,-59.75382786160001,-60.0596861963,-6.636337600399999,0.0023768548,0.00045744725000000007,0.0049551611499999895,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
33.06619556880511,32.65695209446908,33.05955491544397,2.4144608318820744,36.7219829233,36.064671827775,36.660378698175,1.5773215932999998,5.3684519695,0.157189773,0.9662527938,0.8016062122,-0.4570146498000085,-2.603033773450001,-1.1423061760999929,0.1723260919999987,16.113354264085,16.026069183165404,16.191394915885912,2.5158862421570234,259.64018563990624,256.8348934636038,262.16126932217634,6.329683583474988,59.138533812700004,57.988756187,59.3931893017,16.0015954888,59.59554846250001,60.59178996045,60.53549547779999,16.0015954888,-59.59554846250001,-60.59178996045,-60.53549547779999,-15.829269396800001,0.0062340241,0.0020545199,0.008983952100000008,8.855019999997089e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
32.38035452418293,32.07800781731253,32.63300740097085,1.2676690949522147,35.9817762901,35.6092086286,36.329698806574996,1.0165091176,0.9056258856999999,0.30865439840000003,4.504187679749999,0.6233691795999999,-0.7820830803999996,-2.1395382382999983,-0.90245945665,-1.6450572581999996,15.863967997654813,15.781833428620693,15.91820934547913,1.0525563690035478,251.66548063061603,249.06626636872954,253.3893887664991,1.1078749099299323,58.539198693500005,57.915478736000004,59.2361941655,8.284212569400001,59.321281773900004,60.0550169743,60.13865362215,9.9292698276,-59.321281773900004,-60.0550169743,-60.13865362215,-9.9292698276,0.0068612060999999995,0.00023824120000000005,0.0008397511000000104,3.34464000000291e-05,240.0,5.0,4.4255819927996765,24.706778364133648,36.49708500000001,0.029274430923541227,1.0337613908572871,1.9810516062352528,0.9132452958728992,31.8308648856,16.0015620424,-0.32879865478418485,32.49363711624509,1306.200682606459,250.4716564764019,119.48855086209998,60.16284101830001,0.8851163985599353,0.20675227817145744,6.498727423249017,3.9171551949985512,0.2137325226454385,211.1672906084441,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871,-32.49363711624509,0.4425581992799677,0.10337613908572872,3.2493637116245084,1.9585775974992758,0.10686626132271927,105.58364530422207,4.4255819927996765,1.0337613908572871,32.49363711624509,-4.4255819927996765,-1.0337613908572871
