c1_absmean,c2_absmean,c3_absmean,v_absmean,c1_absmedia,c2_absmedia,c3_absmedia,v_absmedia,c1_absrange,c2_absrange,c3_absrange,v_absrange,c1_absstdn,c2_absstdn,c3_absstdn,v_absstdn,c1_absvar,c2_absvar,c3_absvar,v_absvar,c1_maxvalue,c2_maxvalue,c3_maxvalue,v_maxvalue,c1_absmax,c2_absmax,c3_absmax,v_absmax,c1_minvalue,c2_minvalue,c3_minvalue,v_minvalue,c1_absmin,c2_absmin,c3_absmin,v_absmin,tool_age,residual_life,c1_1min_mean,c2_1min_mean,c3_1min_mean,v_1min_mean,c1_1min_var,c2_1min_var,c3_1min_var,v_1min_var,c1_1min_range,c2_1min_range,c3_1min_range,v_1min_range,mean_spindel,var_spindel,range_spindel
32.431464455164985,32.134144777527325,32.13771076607512,0.9351730736353115,36.20083528315,35.73586613035001,35.67445085035,0.7917854859000001,-1.2130511917000106,-2.3936606805500062,-0.6272481105499921,0.018488379399999918,15.79089391008774,15.687599963837314,15.953353804528144,0.7124663251949792,249.3523304796461,246.10079262538858,254.50949761245263,0.5076082645368378,58.1296174884,57.59697234535,59.113091435,4.6143108482,59.34266868010001,59.9906330259,59.74033954554999,4.6143108482,-59.34266868010001,-59.9906330259,-59.74033954554999,-4.5958224688,0.0031608323,0.0091943741,0.0012276229999999895,8.855019999997089e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.601865854182805,31.887647735722307,32.26504141926586,0.9088205087375668,36.49027977615,35.52520236115,35.824820992274994,0.7577543290000001,-0.5635101533999887,-1.9121276189999958,-1.1226974460000037,0.7686454727999994,15.765579648256395,15.774002039942825,15.863352202283876,0.7014100324862078,248.55350164551623,248.8191403561204,251.64594309370463,0.4919760336723032,58.53041814550002,57.86503002935,58.829172058599994,5.0547185742,59.0939282989,59.77715764835,59.9518695046,5.0547185742,-59.0939282989,-59.77715764835,-59.9518695046,-4.2860731013999995,0.004522147200000001,0.0035263319500000007,0.00525641395000001,3.34464000000291e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.55591590000429,31.740995498631,32.403513288018104,0.9194990007041252,36.488319832399995,35.229606380300005,36.163337839225,0.7667761828999999,-0.4987849709999921,-1.6595396190999951,-0.562219797949993,0.7603497039999993,15.746159476644767,15.773312674919508,15.945774533745771,0.7115462020539265,247.94153826392966,248.79739274077642,254.2677254810551,0.5062979976573672,58.60292038470001,57.9184223601,59.2950203558,5.183180994,59.101705355700005,59.5779619792,59.85724015374999,5.183180994,-59.101705355700005,-59.5779619792,-59.85724015374999,-4.42283129,0.0002130768999999992,0.00264950775,0.005769581249999989,8.855019999997089e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.3825769988655,31.826432878513533,32.560489817140606,0.9180130363343472,36.18352505995,35.360287878825005,36.3211943813,0.7636101658,-0.9072686075999954,-1.7997062305000069,-1.2428870584500018,0.7616916666,15.812631050124184,15.665069029361575,15.905256069567145,0.7094195274307677,250.0393007273514,245.3943876946632,252.97717063850254,0.5032760659000939,58.2485311956,57.922555959899995,58.75283583615,5.308227509,59.1557998032,59.7222621904,59.9957228946,5.308227509,-59.1557998032,-59.7222621904,-59.9957228946,-4.5465358424,0.010417658000000002,0.004027374350000001,0.00585156710000001,3.34464000000291e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.20944031601805,31.950108415973048,32.506616364370515,0.910914135783536,35.861476345700005,35.461874225425,36.244591906125,0.7573548927999999,-0.8662509047999976,-1.877649638849988,-1.2025732634999926,0.5646671575999997,15.828048419481794,15.766094247600098,15.841487751758935,0.7036949023981838,250.5271167694601,248.56972782420888,250.95273418912842,0.4951865156611894,58.1017392485,57.791094960200006,58.6964215823,5.110593016999999,58.9679901533,59.668744599049994,59.89899484579999,5.110593016999999,-58.9679901533,-59.668744599049994,-59.89899484579999,-4.5459258594,0.0010284134999999992,0.007973083249999999,0.00403478380000001,3.34464000000291e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.33156054257736,32.11708623591914,32.285518724714706,0.9173360019486196,35.991848998,35.93404067955,35.85705922677499,0.7602218129,-0.5395518009999947,-1.92380816995,-0.5522274897999893,-0.048853743800000515,15.688775762366312,15.729234727531257,15.962636563996147,0.7124302482895151,246.1376849218126,247.40882511377526,254.80576607422677,0.5075568586778602,58.5300104772,57.878620804449994,59.1417214339,4.7320375672,59.069562278199996,59.802428974399994,59.69394892369999,4.780891311,-59.069562278199996,-59.802428974399994,-59.69394892369999,-4.780891311,0.007268874399999998,0.0090936735,0.0005891603000000102,8.855019999997089e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.452661749160185,32.12657077496284,32.22112782832093,0.9792970396623956,36.33164052605,35.730245060925,35.7875359417,0.8178042081,-0.5740468109999952,-2.085613550000012,-0.8325132996000093,0.4104634552000013,15.817442556300195,15.702402253786802,15.95819100553236,0.7587380889863159,250.1914890218563,246.5654365397289,254.66386016905395,0.5756834876786067,58.556791148600006,57.696992934449995,59.03117956724999,5.6718993736000005,59.1308379596,59.78260648445001,59.86369286685,5.6718993736000005,-59.1308379596,-59.78260648445001,-59.86369286685,-5.261435918399999,0.0008217734000000009,0.01091670735,0.00231197205000001,8.855019999997089e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.59292407043017,32.04613179352297,32.71073432307181,1.3705673784532406,36.3361968383,35.6594884795,36.4154165221,1.0376086348999998,-0.3636586090999856,-1.678829751500011,-0.27040681135,0.0938822782000024,15.930439681580918,15.829653665148857,15.967893604418908,1.304275020884984,253.77890844848798,250.57793515856054,254.97362616204222,1.7011333301045255,58.88323937960001,58.10434040564999,59.78927938495,11.881892303399999,59.2468979887,59.78317015715,60.0596861963,11.881892303399999,-59.2468979887,-59.78317015715,-60.0596861963,-11.788010025199995,0.0023768548,0.00045744725000000007,0.0049551611499999895,3.34464000000291e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
33.09799694795809,32.69207394996172,33.12191656245834,2.2349745911405887,36.62151760965,35.95984436315,36.6750285909,1.4488926199,-0.4570146498000085,-2.603033773450001,-1.1423061760999929,0.1723260919999987,16.107764737607607,16.006729225113776,16.203765851284693,2.4268452892731665,259.4600848421149,256.2153804861116,262.56202776326006,5.889578058067357,59.138533812700004,57.988756187,59.3931893017,16.0015954888,59.59554846250001,60.59178996045,60.53549547779999,16.0015954888,-59.59554846250001,-60.59178996045,-60.53549547779999,-15.829269396800001,0.0062340241,0.0020545199,0.008983952100000008,8.855019999997089e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
32.3657437721012,32.1534430799992,32.51935213367281,1.3393176698600897,36.00342331185,35.811539190325,36.194035212224996,1.0701266233,-0.7820830803999996,-2.1395382382999983,-0.7557698670999997,-1.6450572581999996,15.829646323650756,15.76149928653041,15.965115944780704,1.1206084309977222,250.5777027318699,248.42485975929864,254.88492713029115,1.2557632556231766,58.539198693500005,57.915478736000004,59.2361941655,8.284212569400001,59.321281773900004,60.0550169743,59.9919640326,9.9292698276,-59.321281773900004,-60.0550169743,-59.9919640326,-9.9292698276,0.0032862686999999987,0.00023824120000000005,0.0008397511000000104,3.34464000000291e-05,5.0,235.0,-0.3287986547841855,-1.0828692816874883,-0.23385559468888925,0.029274430923541532,1306.2006826064596,1274.0474662614251,1308.2706053757665,1.981051606234581,119.48855086210001,118.99625476370001,120.55049452584998,31.8308648856,4.425581992799677,24.70677836413365,36.497085000000006
