v1_absmean,v2_absmean,v3_absmean,c_absmean,v1_absmedia,v2_absmedia,v3_absmedia,c_absmedia,v1_absrange,v2_absrange,v3_absrange,c_absrange,v1_absstdn,v2_absstdn,v3_absstdn,c_absstdn,v1_absvar,v2_absvar,v3_absvar,c_absvar,v1_maxvalue,v2_maxvalue,v3_maxvalue,c_maxvalue,v1_absmax,v2_absmax,v3_absmax,c_absmax,v1_minvalue,v2_minvalue,v3_minvalue,c_minvalue,v1_absmin,v2_absmin,v3_absmin,c_absmin,tool_age,residual_life
1.0556195993577493,0.7831746355701612,1.2447718602704387,32.18643949171326,0.8946620661,0.6455030763,1.0269659675,36.026785841350005,0.8945459640000006,-0.15256990820000027,0.5779837200000006,-0.5057153320999959,0.7992883864208137,0.6146563933818532,0.9770685175381015,15.676597169298205,0.6388619246671879,0.3778024819251874,0.9546628879641035,245.7556988084485,5.713256221,4.0164872588,7.340253658,58.169568981800005,5.713256221,4.169057167,7.340253658,58.6752843139,-4.818710256999999,-4.169057167,-6.762269937999999,-58.6752843139,3.34464000000291e-05,5.154199999997654e-06,3.6333999999973066e-05,0.0029541922000000014,5.0,180.0
0.9573990798710209,0.8157603237942141,1.2954530513751958,32.32011147617989,0.8086820149999999,0.6738706192,1.084319618,36.2636254441,0.765961547599999,-0.5876247704000006,1.8310907419999998,-0.5892559744999986,0.7326754768926258,0.6415007995552414,0.9988745035135215,15.54648107546632,0.5368133544398366,0.411523275830014,0.997750273769384,241.6930738298324,5.570886188799999,4.1366243598,8.196954725,57.66631814500001,5.570886188799999,4.7242491302000005,8.196954725,58.25557411950001,-4.8049246412,-4.7242491302000005,-6.365863983,-58.25557411950001,3.34464000000291e-05,5.154199999997654e-06,3.6333999999973066e-05,0.001354878100000001,5.0,180.0
0.9076142030907536,0.8154319761035248,1.2810832106487047,32.21060023117939,0.7520480406999999,0.6744701437999999,1.0679750575,36.1750987048,0.5331920347999999,-0.39918637340000007,1.2064917750000008,-1.1318311227000137,0.7068991772539497,0.6375831320315175,0.995638480119976,15.64008328500215,0.49970644680231097,0.40651225025111953,0.9912959830956158,244.61220516180367,4.7309395978,4.2627378242,8.185838256,57.6073943961,4.7309395978,4.6619241976,8.185838256,58.73922551880001,-4.197747563,-4.6619241976,-6.979346480999999,-58.73922551880001,3.34464000000291e-05,0.00011681240000000236,3.6333999999973066e-05,0.0013420044999999992,5.0,180.0
0.9133225602119569,0.8125540380245948,1.2777492189039799,32.1071250804179,0.7574434429999999,0.6701506379,1.0670951990000002,35.895798880650005,0.8179320992000001,-0.7830152636000003,0.3009271079999998,-0.19544839670000158,0.7131107075367342,0.6388335530479949,0.9938751030064887,15.716098517969098,0.5085268812035416,0.4081083084999254,0.9877877203761587,246.99575262651047,4.9901823728,4.2001689584,6.945557929,58.460048325100004,4.9901823728,4.983184222,6.945557929,58.655496721800006,-4.1722502736,-4.983184222,-6.644630821,-58.655496721800006,8.855019999997089e-05,0.00011681240000000236,0.0003301430000000269,0.0011538498999999992,5.0,180.0
0.9066684142973582,0.8161649836958191,1.2965710899288263,31.96699068200834,0.7549149608,0.6792319954000001,1.0870071159999999,35.7979178868,-0.5503817663999993,-0.3629622932000003,0.16252096099999758,-0.16935762549999822,0.7067456694757479,0.6333091602716424,0.9987952883512059,15.689897632681687,0.4994894413227231,0.4010804924839729,0.9975920280325685,246.17288772403037,4.526839286,3.9634317878,6.7678165839999975,58.109484946200006,5.0772210524,4.326394081,6.7678165839999975,58.278842571700004,-5.0772210524,-4.326394081,-6.605295623,-58.278842571700004,8.855019999997089e-05,0.00012712079999999766,8.582500000002693e-05,0.003537141499999999,5.0,180.0
0.8941664858751021,0.8075853634633229,1.2852819798244897,31.95646864620721,0.7370424589,0.6718581703,1.0686832659999999,35.63260839115,-0.3839784039999996,-0.7648422402000001,0.09899828100000008,-0.9731854357999907,0.7047517002075336,0.6313549444536333,1.000310926279664,15.594105122876126,0.4966749589454094,0.39860906588605033,1.0006219492344792,243.17611458331146,4.9626111412,3.9119618826,7.376779199,57.63282662620001,5.3465895452,4.6768041228,7.376779199,58.606012062,-5.3465895452,-4.6768041228,-7.2777809179999995,-58.606012062,3.34464000000291e-05,5.154199999997654e-06,3.6333999999973066e-05,0.0020447783000000007,5.0,180.0
0.9094341271975481,0.8162381445232302,1.3027953873416414,31.98100696842473,0.7568669064,0.676066018,1.0841858705,35.687057031500004,0.3930179414000001,-0.7571583444000001,0.10938179600000009,-0.8072957968000054,0.7078387329407047,0.6374645606837676,1.0069730821360898,15.647707194222122,0.5010356718511022,0.4063610661277488,1.0139947881466564,244.85074043611073,5.0234874446,3.9073271518,6.8936403539999995,57.9712540334,5.0234874446,4.6644854962,6.8936403539999995,58.77854983020001,-4.6304695032,-4.6644854962,-6.784258557999999,-58.77854983020001,3.34464000000291e-05,5.154199999997654e-06,3.6333999999973066e-05,0.003863606100000001,5.0,180.0
0.9069856689506857,0.8169760013205207,1.2863679263715624,32.0887205200461,0.7565953612999999,0.6739874316,1.0681830415,36.04831105755,0.911015505,-1.2047757664,-0.12528564300000067,-0.774023791700003,0.7036058625201986,0.6368416244794407,0.9993038538242591,15.698777920648268,0.4950612097727927,0.4055672546696129,0.9986081922680162,246.45162820183356,5.2930999306,4.0403927124,7.178515141999999,57.9798777859,5.2930999306,5.2451684788,7.303800785,58.753901577600004,-4.3820844256,-5.2451684788,-7.303800785,-58.753901577600004,3.34464000000291e-05,5.154199999997654e-06,0.00015849299999997306,0.004835738200000001,5.0,180.0
0.9012439643277849,0.8070462361981307,1.2854330771506612,32.27487015107537,0.7503400883,0.6595953728,1.0634304289999998,36.13843067415,-0.011156794399999725,-0.8704653158000006,2.315817654,-0.4270980683999923,0.7021207047871898,0.6427378773799172,1.0033817219904797,15.605995169988047,0.4929734840908601,0.41311197901884145,1.0067748800245804,243.54708524569023,4.7424072782,4.165530444,9.002959807,57.75838846260001,4.7535640726,5.0359957598000005,9.002959807,58.185486531,-4.7535640726,-5.0359957598000005,-6.687142153,-58.185486531,3.34464000000291e-05,5.154199999997654e-06,8.582500000002693e-05,0.0006521042999999993,5.0,180.0
0.9007475714287865,0.8252511704774244,1.2980897129987514,32.286747332718946,0.7528410186,0.6839328637,1.0783585725,36.28095778365001,1.3109203598000008,-0.9304728830000002,1.030216337999999,-0.8256095112000068,0.6999467230620103,0.6418112174026593,0.9996319525739312,15.591348624158897,0.4899254151252466,0.41192163878388366,0.9992640406067703,243.09015192006152,5.6015073354,3.9962408032,7.897298697999999,57.895553166000006,5.6015073354,4.9267136862,7.897298697999999,58.72116267720001,-4.290586975599999,-4.9267136862,-6.86708236,-58.72116267720001,3.34464000000291e-05,5.154199999997654e-06,8.582500000002693e-05,0.0027218048999999994,5.0,180.0
